concept:name,time:timestamp,case:concept:name
k,1970-04-26 22:13:41+00:00,776
j,1970-04-26 22:13:42+00:00,776
p,1970-04-26 22:13:43+00:00,776
A,1970-04-26 22:13:44+00:00,777
c,1970-04-26 22:13:45+00:00,777
b,1970-04-26 22:13:46+00:00,777
d,1970-04-26 22:13:47+00:00,777
h,1970-04-26 22:13:48+00:00,777
p,1970-04-26 22:13:49+00:00,777
A,1970-04-26 22:13:50+00:00,778
g,1970-04-26 22:13:51+00:00,778
f,1970-04-26 22:13:52+00:00,778
e,1970-04-26 22:13:53+00:00,778
h,1970-04-26 22:13:54+00:00,778
p,1970-04-26 22:13:55+00:00,778
A,1970-04-26 22:13:56+00:00,779
b,1970-04-26 22:13:57+00:00,779
d,1970-04-26 22:13:58+00:00,779
c,1970-04-26 22:13:59+00:00,779
i,1970-04-26 22:14:00+00:00,779
o,1970-04-26 22:14:01+00:00,779
l,1970-04-26 22:14:02+00:00,779
m,1970-04-26 22:14:03+00:00,779
i,1970-04-26 22:14:04+00:00,779
l,1970-04-26 22:14:05+00:00,779
n,1970-04-26 22:14:06+00:00,779
o,1970-04-26 22:14:07+00:00,779
h,1970-04-26 22:14:08+00:00,779
p,1970-04-26 22:14:09+00:00,779
A,1970-04-26 22:14:10+00:00,780
e,1970-04-26 22:14:11+00:00,780
f,1970-04-26 22:14:12+00:00,780
g,1970-04-26 22:14:13+00:00,780
i,1970-04-26 22:14:14+00:00,780
p,1970-04-26 22:14:15+00:00,780
A,1970-04-26 22:14:16+00:00,781
c,1970-04-26 22:14:17+00:00,781
b,1970-04-26 22:14:18+00:00,781
d,1970-04-26 22:14:19+00:00,781
j,1970-04-26 22:14:20+00:00,781
p,1970-04-26 22:14:21+00:00,781
A,1970-04-26 22:14:22+00:00,782
f,1970-04-26 22:14:23+00:00,782
g,1970-04-26 22:14:24+00:00,782
e,1970-04-26 22:14:25+00:00,782
h,1970-04-26 22:14:26+00:00,782
o,1970-04-26 22:14:27+00:00,782
l,1970-04-26 22:14:28+00:00,782
n,1970-04-26 22:14:29+00:00,782
j,1970-04-26 22:14:30+00:00,782
o,1970-04-26 22:14:31+00:00,782
n,1970-04-26 22:14:32+00:00,782
l,1970-04-26 22:14:33+00:00,782
h,1970-04-26 22:14:34+00:00,782
p,1970-04-26 22:14:35+00:00,782
A,1970-04-26 22:14:36+00:00,783
c,1970-04-26 22:14:37+00:00,783
b,1970-04-26 22:14:38+00:00,783
d,1970-04-26 22:14:39+00:00,783
i,1970-04-26 22:14:40+00:00,783
l,1970-04-26 22:14:41+00:00,783
n,1970-04-26 22:14:42+00:00,783
o,1970-04-26 22:14:43+00:00,783
j,1970-04-26 22:14:44+00:00,783
l,1970-04-26 22:14:45+00:00,783
o,1970-04-26 22:14:46+00:00,783
m,1970-04-26 22:14:47+00:00,783
j,1970-04-26 22:14:48+00:00,783
o,1970-04-26 22:14:49+00:00,783
l,1970-04-26 22:14:50+00:00,783
n,1970-04-26 22:14:51+00:00,783
h,1970-04-26 22:14:52+00:00,783
p,1970-04-26 22:14:53+00:00,783
A,1970-04-26 22:14:54+00:00,784
b,1970-04-26 22:14:55+00:00,784
d,1970-04-26 22:14:56+00:00,784
c,1970-04-26 22:14:57+00:00,784
i,1970-04-26 22:14:58+00:00,784
l,1970-04-26 22:14:59+00:00,784
o,1970-04-26 22:15:00+00:00,784
n,1970-04-26 22:15:01+00:00,784
i,1970-04-26 22:15:02+00:00,784
l,1970-04-26 22:15:03+00:00,784
o,1970-04-26 22:15:04+00:00,784
m,1970-04-26 22:15:05+00:00,784
i,1970-04-26 22:15:06+00:00,784
l,1970-04-26 22:15:07+00:00,784
o,1970-04-26 22:15:08+00:00,784
n,1970-04-26 22:15:09+00:00,784
i,1970-04-26 22:15:10+00:00,784
l,1970-04-26 22:15:11+00:00,784
o,1970-04-26 22:15:12+00:00,784
n,1970-04-26 22:15:13+00:00,784
j,1970-04-26 22:15:14+00:00,784
k,1970-04-26 22:15:15+00:00,784
j,1970-04-26 22:15:16+00:00,784
k,1970-04-26 22:15:17+00:00,784
j,1970-04-26 22:15:18+00:00,784
k,1970-04-26 22:15:19+00:00,784
j,1970-04-26 22:15:20+00:00,784
n,1970-04-26 22:15:21+00:00,784
o,1970-04-26 22:15:22+00:00,784
l,1970-04-26 22:15:23+00:00,784
j,1970-04-26 22:15:24+00:00,784
k,1970-04-26 22:15:25+00:00,784
j,1970-04-26 22:15:26+00:00,784
k,1970-04-26 22:15:27+00:00,784
j,1970-04-26 22:15:28+00:00,784
p,1970-04-26 22:15:29+00:00,784
A,1970-04-26 22:15:30+00:00,785
g,1970-04-26 22:15:31+00:00,785
f,1970-04-26 22:15:32+00:00,785
e,1970-04-26 22:15:33+00:00,785
i,1970-04-26 22:15:34+00:00,785
o,1970-04-26 22:15:35+00:00,785
m,1970-04-26 22:15:36+00:00,785
l,1970-04-26 22:15:37+00:00,785
j,1970-04-26 22:15:38+00:00,785
k,1970-04-26 22:15:39+00:00,785
j,1970-04-26 22:15:40+00:00,785
o,1970-04-26 22:15:41+00:00,785
l,1970-04-26 22:15:42+00:00,785
m,1970-04-26 22:15:43+00:00,785
h,1970-04-26 22:15:44+00:00,785
p,1970-04-26 22:15:45+00:00,785
A,1970-04-26 22:15:46+00:00,786
d,1970-04-26 22:15:47+00:00,786
c,1970-04-26 22:15:48+00:00,786
b,1970-04-26 22:15:49+00:00,786
i,1970-04-26 22:15:50+00:00,786
p,1970-04-26 22:15:51+00:00,786
A,1970-04-26 22:15:52+00:00,787
e,1970-04-26 22:15:53+00:00,787
g,1970-04-26 22:15:54+00:00,787
f,1970-04-26 22:15:55+00:00,787
h,1970-04-26 22:15:56+00:00,787
p,1970-04-26 22:15:57+00:00,787
A,1970-04-26 22:15:58+00:00,788
d,1970-04-26 22:15:59+00:00,788
b,1970-04-26 22:16:00+00:00,788
c,1970-04-26 22:16:01+00:00,788
j,1970-04-26 22:16:02+00:00,788
l,1970-04-26 22:16:03+00:00,788
n,1970-04-26 22:16:04+00:00,788
o,1970-04-26 22:16:05+00:00,788
i,1970-04-26 22:16:06+00:00,788
o,1970-04-26 22:16:07+00:00,788
n,1970-04-26 22:16:08+00:00,788
l,1970-04-26 22:16:09+00:00,788
i,1970-04-26 22:16:10+00:00,788
p,1970-04-26 22:16:11+00:00,788
A,1970-04-26 22:16:12+00:00,789
e,1970-04-26 22:16:13+00:00,789
f,1970-04-26 22:16:14+00:00,789
g,1970-04-26 22:16:15+00:00,789
j,1970-04-26 22:16:16+00:00,789
k,1970-04-26 22:16:17+00:00,789
j,1970-04-26 22:16:18+00:00,789
o,1970-04-26 22:16:19+00:00,789
m,1970-04-26 22:16:20+00:00,789
l,1970-04-26 22:16:21+00:00,789
h,1970-04-26 22:16:22+00:00,789
l,1970-04-26 22:16:23+00:00,789
o,1970-04-26 22:16:24+00:00,789
n,1970-04-26 22:16:25+00:00,789
j,1970-04-26 22:16:26+00:00,789
k,1970-04-26 22:16:27+00:00,789
j,1970-04-26 22:16:28+00:00,789
l,1970-04-26 22:16:29+00:00,789
o,1970-04-26 22:16:30+00:00,789
n,1970-04-26 22:16:31+00:00,789
i,1970-04-26 22:16:32+00:00,789
m,1970-04-26 22:16:33+00:00,789
l,1970-04-26 22:16:34+00:00,789
o,1970-04-26 22:16:35+00:00,789
h,1970-04-26 22:16:36+00:00,789
o,1970-04-26 22:16:37+00:00,789
l,1970-04-26 22:16:38+00:00,789
n,1970-04-26 22:16:39+00:00,789
j,1970-04-26 22:16:40+00:00,789
k,1970-04-26 22:16:41+00:00,789
j,1970-04-26 22:16:42+00:00,789
l,1970-04-26 22:16:43+00:00,789
o,1970-04-26 22:16:44+00:00,789
m,1970-04-26 22:16:45+00:00,789
h,1970-04-26 22:16:46+00:00,789
p,1970-04-26 22:16:47+00:00,789
A,1970-04-26 22:16:48+00:00,790
d,1970-04-26 22:16:49+00:00,790
c,1970-04-26 22:16:50+00:00,790
b,1970-04-26 22:16:51+00:00,790
j,1970-04-26 22:16:52+00:00,790
o,1970-04-26 22:16:53+00:00,790
l,1970-04-26 22:16:54+00:00,790
n,1970-04-26 22:16:55+00:00,790
i,1970-04-26 22:16:56+00:00,790
o,1970-04-26 22:16:57+00:00,790
n,1970-04-26 22:16:58+00:00,790
l,1970-04-26 22:16:59+00:00,790
j,1970-04-26 22:17:00+00:00,790
p,1970-04-26 22:17:01+00:00,790
A,1970-04-26 22:17:02+00:00,791
f,1970-04-26 22:17:03+00:00,791
e,1970-04-26 22:17:04+00:00,791
g,1970-04-26 22:17:05+00:00,791
i,1970-04-26 22:17:06+00:00,791
l,1970-04-26 22:17:07+00:00,791
o,1970-04-26 22:17:08+00:00,791
m,1970-04-26 22:17:09+00:00,791
j,1970-04-26 22:17:10+00:00,791
k,1970-04-26 22:17:11+00:00,791
j,1970-04-26 22:17:12+00:00,791
k,1970-04-26 22:17:13+00:00,791
j,1970-04-26 22:17:14+00:00,791
k,1970-04-26 22:17:15+00:00,791
j,1970-04-26 22:17:16+00:00,791
l,1970-04-26 22:17:17+00:00,791
o,1970-04-26 22:17:18+00:00,791
n,1970-04-26 22:17:19+00:00,791
i,1970-04-26 22:17:20+00:00,791
p,1970-04-26 22:17:21+00:00,791
A,1970-04-26 22:17:22+00:00,792
g,1970-04-26 22:17:23+00:00,792
e,1970-04-26 22:17:24+00:00,792
f,1970-04-26 22:17:25+00:00,792
i,1970-04-26 22:17:26+00:00,792
o,1970-04-26 22:17:27+00:00,792
l,1970-04-26 22:17:28+00:00,792
m,1970-04-26 22:17:29+00:00,792
h,1970-04-26 22:17:30+00:00,792
l,1970-04-26 22:17:31+00:00,792
o,1970-04-26 22:17:32+00:00,792
m,1970-04-26 22:17:33+00:00,792
i,1970-04-26 22:17:34+00:00,792
o,1970-04-26 22:17:35+00:00,792
l,1970-04-26 22:17:36+00:00,792
m,1970-04-26 22:17:37+00:00,792
h,1970-04-26 22:17:38+00:00,792
p,1970-04-26 22:17:39+00:00,792
A,1970-04-26 22:17:40+00:00,793
f,1970-04-26 22:17:41+00:00,793
e,1970-04-26 22:17:42+00:00,793
g,1970-04-26 22:17:43+00:00,793
i,1970-04-26 22:17:44+00:00,793
p,1970-04-26 22:17:45+00:00,793
A,1970-04-26 22:17:46+00:00,794
e,1970-04-26 22:17:47+00:00,794
g,1970-04-26 22:17:48+00:00,794
f,1970-04-26 22:17:49+00:00,794
h,1970-04-26 22:17:50+00:00,794
p,1970-04-26 22:17:51+00:00,794
A,1970-04-26 22:17:52+00:00,795
f,1970-04-26 22:17:53+00:00,795
e,1970-04-26 22:17:54+00:00,795
g,1970-04-26 22:17:55+00:00,795
h,1970-04-26 22:17:56+00:00,795
p,1970-04-26 22:17:57+00:00,795
A,1970-04-26 22:17:58+00:00,796
c,1970-04-26 22:17:59+00:00,796
d,1970-04-26 22:18:00+00:00,796
b,1970-04-26 22:18:01+00:00,796
i,1970-04-26 22:18:02+00:00,796
o,1970-04-26 22:18:03+00:00,796
l,1970-04-26 22:18:04+00:00,796
m,1970-04-26 22:18:05+00:00,796
i,1970-04-26 22:18:06+00:00,796
p,1970-04-26 22:18:07+00:00,796
A,1970-04-26 22:18:08+00:00,797
d,1970-04-26 22:18:09+00:00,797
c,1970-04-26 22:18:10+00:00,797
b,1970-04-26 22:18:11+00:00,797
h,1970-04-26 22:18:12+00:00,797
l,1970-04-26 22:18:13+00:00,797
o,1970-04-26 22:18:14+00:00,797
n,1970-04-26 22:18:15+00:00,797
h,1970-04-26 22:18:16+00:00,797
o,1970-04-26 22:18:17+00:00,797
l,1970-04-26 22:18:18+00:00,797
n,1970-04-26 22:18:19+00:00,797
h,1970-04-26 22:18:20+00:00,797
p,1970-04-26 22:18:21+00:00,797
A,1970-04-26 22:18:22+00:00,798
f,1970-04-26 22:18:23+00:00,798
e,1970-04-26 22:18:24+00:00,798
g,1970-04-26 22:18:25+00:00,798
h,1970-04-26 22:18:26+00:00,798
o,1970-04-26 22:18:27+00:00,798
l,1970-04-26 22:18:28+00:00,798
n,1970-04-26 22:18:29+00:00,798
i,1970-04-26 22:18:30+00:00,798
p,1970-04-26 22:18:31+00:00,798
A,1970-04-26 22:18:32+00:00,799
c,1970-04-26 22:18:33+00:00,799
b,1970-04-26 22:18:34+00:00,799
d,1970-04-26 22:18:35+00:00,799
i,1970-04-26 22:18:36+00:00,799
n,1970-04-26 22:18:37+00:00,799
o,1970-04-26 22:18:38+00:00,799
l,1970-04-26 22:18:39+00:00,799
h,1970-04-26 22:18:40+00:00,799
p,1970-04-26 22:18:41+00:00,799
A,1970-04-26 22:18:42+00:00,800
c,1970-04-26 22:18:43+00:00,800
d,1970-04-26 22:18:44+00:00,800
b,1970-04-26 22:18:45+00:00,800
i,1970-04-26 22:18:46+00:00,800
p,1970-04-26 22:18:47+00:00,800
A,1970-04-26 22:18:48+00:00,801
d,1970-04-26 22:18:49+00:00,801
c,1970-04-26 22:18:50+00:00,801
b,1970-04-26 22:18:51+00:00,801
i,1970-04-26 22:18:52+00:00,801
p,1970-04-26 22:18:53+00:00,801
A,1970-04-26 22:18:54+00:00,802
d,1970-04-26 22:18:55+00:00,802
b,1970-04-26 22:18:56+00:00,802
c,1970-04-26 22:18:57+00:00,802
h,1970-04-26 22:18:58+00:00,802
n,1970-04-26 22:18:59+00:00,802
l,1970-04-26 22:19:00+00:00,802
o,1970-04-26 22:19:01+00:00,802
h,1970-04-26 22:19:02+00:00,802
p,1970-04-26 22:19:03+00:00,802
A,1970-04-26 22:19:04+00:00,803
e,1970-04-26 22:19:05+00:00,803
f,1970-04-26 22:19:06+00:00,803
g,1970-04-26 22:19:07+00:00,803
i,1970-04-26 22:19:08+00:00,803
l,1970-04-26 22:19:09+00:00,803
m,1970-04-26 22:19:10+00:00,803
o,1970-04-26 22:19:11+00:00,803
i,1970-04-26 22:19:12+00:00,803
o,1970-04-26 22:19:13+00:00,803
l,1970-04-26 22:19:14+00:00,803
n,1970-04-26 22:19:15+00:00,803
j,1970-04-26 22:19:16+00:00,803
k,1970-04-26 22:19:17+00:00,803
j,1970-04-26 22:19:18+00:00,803
k,1970-04-26 22:19:19+00:00,803
j,1970-04-26 22:19:20+00:00,803
o,1970-04-26 22:19:21+00:00,803
n,1970-04-26 22:19:22+00:00,803
l,1970-04-26 22:19:23+00:00,803
i,1970-04-26 22:19:24+00:00,803
o,1970-04-26 22:19:25+00:00,803
l,1970-04-26 22:19:26+00:00,803
m,1970-04-26 22:19:27+00:00,803
j,1970-04-26 22:19:28+00:00,803
l,1970-04-26 22:19:29+00:00,803
o,1970-04-26 22:19:30+00:00,803
n,1970-04-26 22:19:31+00:00,803
i,1970-04-26 22:19:32+00:00,803
l,1970-04-26 22:19:33+00:00,803
o,1970-04-26 22:19:34+00:00,803
m,1970-04-26 22:19:35+00:00,803
h,1970-04-26 22:19:36+00:00,803
p,1970-04-26 22:19:37+00:00,803
A,1970-04-26 22:19:38+00:00,804
c,1970-04-26 22:19:39+00:00,804
b,1970-04-26 22:19:40+00:00,804
d,1970-04-26 22:19:41+00:00,804
h,1970-04-26 22:19:42+00:00,804
p,1970-04-26 22:19:43+00:00,804
A,1970-04-26 22:19:44+00:00,805
d,1970-04-26 22:19:45+00:00,805
b,1970-04-26 22:19:46+00:00,805
c,1970-04-26 22:19:47+00:00,805
j,1970-04-26 22:19:48+00:00,805
o,1970-04-26 22:19:49+00:00,805
l,1970-04-26 22:19:50+00:00,805
m,1970-04-26 22:19:51+00:00,805
h,1970-04-26 22:19:52+00:00,805
p,1970-04-26 22:19:53+00:00,805
A,1970-04-26 22:19:54+00:00,806
b,1970-04-26 22:19:55+00:00,806
c,1970-04-26 22:19:56+00:00,806
d,1970-04-26 22:19:57+00:00,806
i,1970-04-26 22:19:58+00:00,806
p,1970-04-26 22:19:59+00:00,806
A,1970-04-26 22:20:00+00:00,807
f,1970-04-26 22:20:01+00:00,807
e,1970-04-26 22:20:02+00:00,807
g,1970-04-26 22:20:03+00:00,807
i,1970-04-26 22:20:04+00:00,807
p,1970-04-26 22:20:05+00:00,807
A,1970-04-26 22:20:06+00:00,808
e,1970-04-26 22:20:07+00:00,808
g,1970-04-26 22:20:08+00:00,808
f,1970-04-26 22:20:09+00:00,808
h,1970-04-26 22:20:10+00:00,808
p,1970-04-26 22:20:11+00:00,808
A,1970-04-26 22:20:12+00:00,809
b,1970-04-26 22:20:13+00:00,809
d,1970-04-26 22:20:14+00:00,809
c,1970-04-26 22:20:15+00:00,809
j,1970-04-26 22:20:16+00:00,809
l,1970-04-26 22:20:17+00:00,809
o,1970-04-26 22:20:18+00:00,809
n,1970-04-26 22:20:19+00:00,809
j,1970-04-26 22:20:20+00:00,809
l,1970-04-26 22:20:21+00:00,809
o,1970-04-26 22:20:22+00:00,809
n,1970-04-26 22:20:23+00:00,809
i,1970-04-26 22:20:24+00:00,809
n,1970-04-26 22:20:25+00:00,809
l,1970-04-26 22:20:26+00:00,809
o,1970-04-26 22:20:27+00:00,809
h,1970-04-26 22:20:28+00:00,809
o,1970-04-26 22:20:29+00:00,809
l,1970-04-26 22:20:30+00:00,809
m,1970-04-26 22:20:31+00:00,809
h,1970-04-26 22:20:32+00:00,809
l,1970-04-26 22:20:33+00:00,809
o,1970-04-26 22:20:34+00:00,809
m,1970-04-26 22:20:35+00:00,809
i,1970-04-26 22:20:36+00:00,809
m,1970-04-26 22:20:37+00:00,809
l,1970-04-26 22:20:38+00:00,809
o,1970-04-26 22:20:39+00:00,809
i,1970-04-26 22:20:40+00:00,809
p,1970-04-26 22:20:41+00:00,809
A,1970-04-26 22:20:42+00:00,810
b,1970-04-26 22:20:43+00:00,810
c,1970-04-26 22:20:44+00:00,810
d,1970-04-26 22:20:45+00:00,810
j,1970-04-26 22:20:46+00:00,810
p,1970-04-26 22:20:47+00:00,810
A,1970-04-26 22:20:48+00:00,811
d,1970-04-26 22:20:49+00:00,811
b,1970-04-26 22:20:50+00:00,811
c,1970-04-26 22:20:51+00:00,811
h,1970-04-26 22:20:52+00:00,811
p,1970-04-26 22:20:53+00:00,811
A,1970-04-26 22:20:54+00:00,812
c,1970-04-26 22:20:55+00:00,812
d,1970-04-26 22:20:56+00:00,812
b,1970-04-26 22:20:57+00:00,812
i,1970-04-26 22:20:58+00:00,812
l,1970-04-26 22:20:59+00:00,812
n,1970-04-26 22:21:00+00:00,812
o,1970-04-26 22:21:01+00:00,812
i,1970-04-26 22:21:02+00:00,812
p,1970-04-26 22:21:03+00:00,812
A,1970-04-26 22:21:04+00:00,813
e,1970-04-26 22:21:05+00:00,813
g,1970-04-26 22:21:06+00:00,813
f,1970-04-26 22:21:07+00:00,813
i,1970-04-26 22:21:08+00:00,813
o,1970-04-26 22:21:09+00:00,813
l,1970-04-26 22:21:10+00:00,813
n,1970-04-26 22:21:11+00:00,813
j,1970-04-26 22:21:12+00:00,813
k,1970-04-26 22:21:13+00:00,813
j,1970-04-26 22:21:14+00:00,813
p,1970-04-26 22:21:15+00:00,813
A,1970-04-26 22:21:16+00:00,814
c,1970-04-26 22:21:17+00:00,814
d,1970-04-26 22:21:18+00:00,814
b,1970-04-26 22:21:19+00:00,814
j,1970-04-26 22:21:20+00:00,814
k,1970-04-26 22:21:21+00:00,814
j,1970-04-26 22:21:22+00:00,814
k,1970-04-26 22:21:23+00:00,814
j,1970-04-26 22:21:24+00:00,814
k,1970-04-26 22:21:25+00:00,814
j,1970-04-26 22:21:26+00:00,814
p,1970-04-26 22:21:27+00:00,814
A,1970-04-26 22:21:28+00:00,815
b,1970-04-26 22:21:29+00:00,815
c,1970-04-26 22:21:30+00:00,815
d,1970-04-26 22:21:31+00:00,815
i,1970-04-26 22:21:32+00:00,815
p,1970-04-26 22:21:33+00:00,815
A,1970-04-26 22:21:34+00:00,816
c,1970-04-26 22:21:35+00:00,816
d,1970-04-26 22:21:36+00:00,816
b,1970-04-26 22:21:37+00:00,816
i,1970-04-26 22:21:38+00:00,816
o,1970-04-26 22:21:39+00:00,816
l,1970-04-26 22:21:40+00:00,816
n,1970-04-26 22:21:41+00:00,816
j,1970-04-26 22:21:42+00:00,816
k,1970-04-26 22:21:43+00:00,816
j,1970-04-26 22:21:44+00:00,816
o,1970-04-26 22:21:45+00:00,816
n,1970-04-26 22:21:46+00:00,816
l,1970-04-26 22:21:47+00:00,816
j,1970-04-26 22:21:48+00:00,816
k,1970-04-26 22:21:49+00:00,816
j,1970-04-26 22:21:50+00:00,816
k,1970-04-26 22:21:51+00:00,816
j,1970-04-26 22:21:52+00:00,816
k,1970-04-26 22:21:53+00:00,816
j,1970-04-26 22:21:54+00:00,816
k,1970-04-26 22:21:55+00:00,816
j,1970-04-26 22:21:56+00:00,816
l,1970-04-26 22:21:57+00:00,816
o,1970-04-26 22:21:58+00:00,816
n,1970-04-26 22:21:59+00:00,816
j,1970-04-26 22:22:00+00:00,816
k,1970-04-26 22:22:01+00:00,816
j,1970-04-26 22:22:02+00:00,816
k,1970-04-26 22:22:03+00:00,816
j,1970-04-26 22:22:04+00:00,816
l,1970-04-26 22:22:05+00:00,816
o,1970-04-26 22:22:06+00:00,816
m,1970-04-26 22:22:07+00:00,816
j,1970-04-26 22:22:08+00:00,816
k,1970-04-26 22:22:09+00:00,816
j,1970-04-26 22:22:10+00:00,816
k,1970-04-26 22:22:11+00:00,816
j,1970-04-26 22:22:12+00:00,816
p,1970-04-26 22:22:13+00:00,816
A,1970-04-26 22:22:14+00:00,817
d,1970-04-26 22:22:15+00:00,817
c,1970-04-26 22:22:16+00:00,817
b,1970-04-26 22:22:17+00:00,817
j,1970-04-26 22:22:18+00:00,817
k,1970-04-26 22:22:19+00:00,817
j,1970-04-26 22:22:20+00:00,817
p,1970-04-26 22:22:21+00:00,817
A,1970-04-26 22:22:22+00:00,818
d,1970-04-26 22:22:23+00:00,818
c,1970-04-26 22:22:24+00:00,818
b,1970-04-26 22:22:25+00:00,818
j,1970-04-26 22:22:26+00:00,818
p,1970-04-26 22:22:27+00:00,818
A,1970-04-26 22:22:28+00:00,819
c,1970-04-26 22:22:29+00:00,819
d,1970-04-26 22:22:30+00:00,819
b,1970-04-26 22:22:31+00:00,819
i,1970-04-26 22:22:32+00:00,819
o,1970-04-26 22:22:33+00:00,819
l,1970-04-26 22:22:34+00:00,819
n,1970-04-26 22:22:35+00:00,819
j,1970-04-26 22:22:36+00:00,819
p,1970-04-26 22:22:37+00:00,819
A,1970-04-26 22:22:38+00:00,820
b,1970-04-26 22:22:39+00:00,820
c,1970-04-26 22:22:40+00:00,820
d,1970-04-26 22:22:41+00:00,820
j,1970-04-26 22:22:42+00:00,820
k,1970-04-26 22:22:43+00:00,820
j,1970-04-26 22:22:44+00:00,820
k,1970-04-26 22:22:45+00:00,820
j,1970-04-26 22:22:46+00:00,820
k,1970-04-26 22:22:47+00:00,820
j,1970-04-26 22:22:48+00:00,820
k,1970-04-26 22:22:49+00:00,820
j,1970-04-26 22:22:50+00:00,820
k,1970-04-26 22:22:51+00:00,820
j,1970-04-26 22:22:52+00:00,820
o,1970-04-26 22:22:53+00:00,820
l,1970-04-26 22:22:54+00:00,820
m,1970-04-26 22:22:55+00:00,820
j,1970-04-26 22:22:56+00:00,820
m,1970-04-26 22:22:57+00:00,820
l,1970-04-26 22:22:58+00:00,820
o,1970-04-26 22:22:59+00:00,820
i,1970-04-26 22:23:00+00:00,820
p,1970-04-26 22:23:01+00:00,820
A,1970-04-26 22:23:02+00:00,821
e,1970-04-26 22:23:03+00:00,821
f,1970-04-26 22:23:04+00:00,821
g,1970-04-26 22:23:05+00:00,821
i,1970-04-26 22:23:06+00:00,821
o,1970-04-26 22:23:07+00:00,821
n,1970-04-26 22:23:08+00:00,821
l,1970-04-26 22:23:09+00:00,821
i,1970-04-26 22:23:10+00:00,821
p,1970-04-26 22:23:11+00:00,821
A,1970-04-26 22:23:12+00:00,822
e,1970-04-26 22:23:13+00:00,822
g,1970-04-26 22:23:14+00:00,822
f,1970-04-26 22:23:15+00:00,822
i,1970-04-26 22:23:16+00:00,822
l,1970-04-26 22:23:17+00:00,822
o,1970-04-26 22:23:18+00:00,822
m,1970-04-26 22:23:19+00:00,822
j,1970-04-26 22:23:20+00:00,822
k,1970-04-26 22:23:21+00:00,822
j,1970-04-26 22:23:22+00:00,822
k,1970-04-26 22:23:23+00:00,822
j,1970-04-26 22:23:24+00:00,822
p,1970-04-26 22:23:25+00:00,822
A,1970-04-26 22:23:26+00:00,823
d,1970-04-26 22:23:27+00:00,823
c,1970-04-26 22:23:28+00:00,823
b,1970-04-26 22:23:29+00:00,823
i,1970-04-26 22:23:30+00:00,823
p,1970-04-26 22:23:31+00:00,823
A,1970-04-26 22:23:32+00:00,824
b,1970-04-26 22:23:33+00:00,824
d,1970-04-26 22:23:34+00:00,824
c,1970-04-26 22:23:35+00:00,824
i,1970-04-26 22:23:36+00:00,824
o,1970-04-26 22:23:37+00:00,824
l,1970-04-26 22:23:38+00:00,824
n,1970-04-26 22:23:39+00:00,824
h,1970-04-26 22:23:40+00:00,824
l,1970-04-26 22:23:41+00:00,824
o,1970-04-26 22:23:42+00:00,824
n,1970-04-26 22:23:43+00:00,824
i,1970-04-26 22:23:44+00:00,824
l,1970-04-26 22:23:45+00:00,824
m,1970-04-26 22:23:46+00:00,824
o,1970-04-26 22:23:47+00:00,824
j,1970-04-26 22:23:48+00:00,824
p,1970-04-26 22:23:49+00:00,824
A,1970-04-26 22:23:50+00:00,825
e,1970-04-26 22:23:51+00:00,825
g,1970-04-26 22:23:52+00:00,825
f,1970-04-26 22:23:53+00:00,825
h,1970-04-26 22:23:54+00:00,825
p,1970-04-26 22:23:55+00:00,825
A,1970-04-26 22:23:56+00:00,826
d,1970-04-26 22:23:57+00:00,826
c,1970-04-26 22:23:58+00:00,826
b,1970-04-26 22:23:59+00:00,826
h,1970-04-26 22:24:00+00:00,826
p,1970-04-26 22:24:01+00:00,826
A,1970-04-26 22:24:02+00:00,827
f,1970-04-26 22:24:03+00:00,827
e,1970-04-26 22:24:04+00:00,827
g,1970-04-26 22:24:05+00:00,827
h,1970-04-26 22:24:06+00:00,827
p,1970-04-26 22:24:07+00:00,827
A,1970-04-26 22:24:08+00:00,828
e,1970-04-26 22:24:09+00:00,828
f,1970-04-26 22:24:10+00:00,828
g,1970-04-26 22:24:11+00:00,828
i,1970-04-26 22:24:12+00:00,828
p,1970-04-26 22:24:13+00:00,828
A,1970-04-26 22:24:14+00:00,829
f,1970-04-26 22:24:15+00:00,829
e,1970-04-26 22:24:16+00:00,829
g,1970-04-26 22:24:17+00:00,829
j,1970-04-26 22:24:18+00:00,829
k,1970-04-26 22:24:19+00:00,829
j,1970-04-26 22:24:20+00:00,829
k,1970-04-26 22:24:21+00:00,829
j,1970-04-26 22:24:22+00:00,829
k,1970-04-26 22:24:23+00:00,829
j,1970-04-26 22:24:24+00:00,829
p,1970-04-26 22:24:25+00:00,829
A,1970-04-26 22:24:26+00:00,830
e,1970-04-26 22:24:27+00:00,830
g,1970-04-26 22:24:28+00:00,830
f,1970-04-26 22:24:29+00:00,830
j,1970-04-26 22:24:30+00:00,830
p,1970-04-26 22:24:31+00:00,830
A,1970-04-26 22:24:32+00:00,831
d,1970-04-26 22:24:33+00:00,831
b,1970-04-26 22:24:34+00:00,831
c,1970-04-26 22:24:35+00:00,831
j,1970-04-26 22:24:36+00:00,831
l,1970-04-26 22:24:37+00:00,831
o,1970-04-26 22:24:38+00:00,831
m,1970-04-26 22:24:39+00:00,831
j,1970-04-26 22:24:40+00:00,831
k,1970-04-26 22:24:41+00:00,831
j,1970-04-26 22:24:42+00:00,831
p,1970-04-26 22:24:43+00:00,831
A,1970-04-26 22:24:44+00:00,832
c,1970-04-26 22:24:45+00:00,832
